entity_id,severity,urgency,safety_risk,traffic_density,speed_class,deadline_proximity,criticality_target,split
usfd_030_v5,CRITICAL,0.9424,0.8598,0.7592,EXPRESS,0.4,0.58201,train
usfd_030_v6,CRITICAL,0.8499,0.9728,0.6405,HIGH,0.4,0.556049,train
usfd_030_v7,CRITICAL,0.7764,0.8584,0.5107,HIGH,0.4,0.524304,train
usfd_030_v8,CRITICAL,0.7135,0.8715,0.6337,EXPRESS,0.4,0.541158,train
usfd_030_v9,CRITICAL,0.7737,0.9663,0.4203,EXPRESS,0.4,0.543015,train
usfd_031_v0,MODERATE,0.3453,0.783,0.6532,EXPRESS,0.0,0.41579,train
usfd_031_v1,MODERATE,0.333,0.7884,0.6888,EXPRESS,0.0,0.416973,train
usfd_031_v2,MODERATE,0.3344,0.7604,0.459,EXPRESS,0.0,0.402168,train
usfd_031_v3,MODERATE,0.2362,0.6724,0.3718,EXPRESS,0.0,0.381581,train
usfd_031_v4,MODERATE,0.2224,0.7729,0.6522,HIGH,0.0,0.392768,train
usfd_031_v5,MODERATE,0.2595,0.7176,0.5062,EXPRESS,0.0,0.393709,train
usfd_031_v6,MODERATE,0.1781,0.7346,0.4436,EXPRESS,0.0,0.38354,train
usfd_031_v7,MODERATE,0.2812,0.7496,0.6461,EXPRESS,0.0,0.406005,train
usfd_031_v8,MODERATE,0.1558,0.6489,0.7218,HIGH,0.0,0.38224,train
usfd_031_v9,MODERATE,0.3737,0.7913,0.6929,EXPRESS,0.0,0.421989,train
usfd_032_v0,SEVERE,0.87,0.7965,0.5483,EXPRESS,0.1,0.510304,train
usfd_032_v1,SEVERE,1.0,0.7284,0.6098,EXPRESS,0.1,0.525376,train
usfd_032_v2,SEVERE,0.8643,0.7253,0.6884,EXPRESS,0.1,0.511152,train
usfd_032_v3,SEVERE,1.0,0.8458,0.6672,EXPRESS,0.1,0.541947,train
usfd_032_v4,SEVERE,0.9163,0.7792,0.6611,EXPRESS,0.1,0.522218,train
usfd_032_v5,SEVERE,0.937,0.6861,0.4574,EXPRESS,0.1,0.502638,train
usfd_032_v6,SEVERE,0.8444,0.7075,0.4026,EXPRESS,0.1,0.489095,train
usfd_032_v7,SEVERE,0.8743,0.8042,0.7058,EXPRESS,0.1,0.521868,train
usfd_032_v8,SEVERE,0.7991,0.7174,0.7983,HIGH,0.1,0.496649,train
usfd_032_v9,SEVERE,0.9404,0.7124,0.7043,EXPRESS,0.1,0.5214,train
usfd_033_v0,MINOR,0.4542,0.7931,0.6846,EXPRESS,0.1,0.408576,train
usfd_033_v1,MINOR,0.377,0.8188,0.5035,EXPRESS,0.1,0.39079,train
usfd_033_v2,MINOR,0.3677,0.8368,0.5134,EXPRESS,0.1,0.391661,train
usfd_033_v3,MINOR,0.4326,0.927,0.5367,EXPRESS,0.1,0.407512,train
usfd_033_v4,MINOR,0.4963,0.8223,0.6223,EXPRESS,0.1,0.411942,train
usfd_033_v5,MINOR,0.4466,0.9233,0.7163,EXPRESS,0.4,0.436993,train
usfd_033_v6,MINOR,0.32,0.8882,0.7392,EXPRESS,0.1,0.404045,train
usfd_033_v7,MINOR,0.3446,0.8992,0.73,HIGH,0.1,0.400804,train
usfd_033_v8,MINOR,0.4431,0.7846,0.8717,HIGH,0.1,0.413116,train
usfd_033_v9,MINOR,0.425,0.9493,0.4784,EXPRESS,0.1,0.404977,train
usfd_034_v0,MINOR,0.7939,0.6353,0.513,EXPRESS,0.0,0.420394,train
usfd_034_v1,MINOR,0.8266,0.7989,0.5217,HIGH,0.0,0.434888,train
usfd_034_v2,MINOR,0.9334,0.7678,0.6317,EXPRESS,0.0,0.459283,train
usfd_034_v3,MINOR,0.803,0.6874,0.7036,EXPRESS,0.0,0.437738,train
usfd_034_v4,MINOR,0.7433,0.7411,0.6712,HIGH,0.0,0.426842,train
usfd_034_v5,MINOR,0.789,0.6512,0.7057,EXPRESS,0.0,0.432516,train
usfd_034_v6,MINOR,0.8845,0.7356,0.4162,EXPRESS,0.0,0.4372,train
usfd_034_v7,MINOR,0.8423,0.6095,0.5397,EXPRESS,0.0,0.425433,train
usfd_034_v8,MINOR,0.8197,0.6222,0.8538,EXPRESS,0.0,0.443222,train
usfd_034_v9,MINOR,0.7739,0.7331,0.4685,HIGH,0.0,0.418594,train
usfd_035_v0,SEVERE,0.883,0.433,0.6532,EXPRESS,0.1,0.480956,train
usfd_035_v1,SEVERE,0.8605,0.4749,0.464,EXPRESS,0.4,0.48457,train
usfd_035_v2,SEVERE,0.9018,0.4777,0.6586,EXPRESS,0.4,0.504717,train
usfd_035_v3,SEVERE,0.9528,0.4371,0.8294,HIGH,0.4,0.508497,train
usfd_035_v4,SEVERE,0.7839,0.4377,0.6949,EXPRESS,0.4,0.489094,train
usfd_035_v5,SEVERE,0.9908,0.4343,0.731,EXPRESS,0.4,0.51726,train
usfd_035_v6,SEVERE,0.911,0.4727,0.507,EXPRESS,0.4,0.493786,train
usfd_035_v7,SEVERE,0.9515,0.4191,0.6897,EXPRESS,0.4,0.507247,train
usfd_035_v8,SEVERE,0.7951,0.4352,0.74,EXPRESS,0.4,0.493859,train
usfd_035_v9,SEVERE,0.8505,0.3499,0.4537,EXPRESS,0.4,0.469811,train
usfd_036_v0,CRITICAL,0.9637,1.0,0.7316,HIGH,0.1,0.566031,train
usfd_036_v1,CRITICAL,0.9459,0.8714,0.7067,EXPRESS,0.4,0.579517,train
usfd_036_v2,CRITICAL,0.9197,0.8249,0.5416,EXPRESS,0.4,0.558262,train
usfd_036_v3,CRITICAL,1.0,1.0,0.549,EXPRESS,0.4,0.589161,train
usfd_036_v4,CRITICAL,0.9591,0.8995,0.8841,EXPRESS,0.4,0.598919,train
usfd_036_v5,CRITICAL,1.0,0.9454,0.4259,EXPRESS,0.1,0.56163,train
usfd_036_v6,CRITICAL,0.9709,0.8942,0.4264,EXPRESS,0.4,0.564823,train
usfd_036_v7,CRITICAL,0.9736,0.9205,0.5648,EXPRESS,0.4,0.577894,train
usfd_036_v8,CRITICAL,0.9244,0.8085,0.8624,EXPRESS,0.4,0.58271,train
usfd_036_v9,CRITICAL,1.0,0.8849,0.7864,EXPRESS,0.4,0.59521,train
usfd_037_v0,MODERATE,0.468,0.8075,0.7023,EXPRESS,0.1,0.440372,train
usfd_037_v1,MODERATE,0.7387,0.6786,0.68,EXPRESS,0.4,0.477451,train
usfd_037_v2,MODERATE,0.4584,0.6634,0.7484,EXPRESS,0.4,0.447927,train
usfd_037_v3,MODERATE,0.6019,0.7934,0.679,EXPRESS,0.4,0.470639,train
usfd_037_v4,MODERATE,0.6777,0.7244,0.8622,EXPRESS,0.4,0.489276,train
usfd_037_v5,MODERATE,0.6371,0.7296,0.6968,HIGH,0.4,0.461267,train
usfd_037_v6,MODERATE,0.6266,0.7798,0.5918,EXPRESS,0.4,0.465738,train
usfd_037_v7,MODERATE,0.5728,0.7021,0.6155,EXPRESS,0.4,0.453952,train
usfd_037_v8,MODERATE,0.5185,0.8333,0.7534,HIGH,0.4,0.460253,train
usfd_037_v9,MODERATE,0.7147,0.7704,0.7964,EXPRESS,0.4,0.492764,train
usfd_038_v0,CRITICAL,0.7711,1.0,0.9382,EXPRESS,0.4,0.586702,train
usfd_038_v1,CRITICAL,0.8256,0.9984,0.8365,EXPRESS,0.4,0.585608,train
usfd_038_v2,CRITICAL,0.9208,1.0,0.7351,EXPRESS,0.4,0.591411,train
usfd_038_v3,CRITICAL,0.9321,0.9443,0.5604,HIGH,0.4,0.559186,train
usfd_038_v4,CRITICAL,0.9397,0.8953,0.8216,EXPRESS,0.4,0.590432,train
usfd_038_v5,CRITICAL,1.0,1.0,0.7248,HIGH,0.4,0.587995,train
usfd_038_v6,CRITICAL,0.9899,1.0,0.6903,EXPRESS,0.4,0.598234,train
usfd_038_v7,CRITICAL,1.0,0.9048,0.869,EXPRESS,0.4,0.604142,train
usfd_038_v8,CRITICAL,0.858,1.0,0.7378,EXPRESS,0.4,0.582372,train
usfd_038_v9,CRITICAL,0.9973,1.0,0.5528,EXPRESS,0.4,0.589026,train
usfd_039_v0,MINOR,0.6538,0.6421,0.5139,HIGH,0.4,0.416358,train
usfd_039_v1,MINOR,0.6495,0.4945,0.6555,EXPRESS,0.4,0.419415,train
usfd_039_v2,MINOR,0.7758,0.609,0.7101,HIGH,0.4,0.443037,train
usfd_039_v3,MINOR,0.7624,0.5702,0.4218,EXPRESS,0.4,0.422608,train
usfd_039_v4,MINOR,0.678,0.5305,0.5592,EXPRESS,0.4,0.418662,train
usfd_039_v5,MINOR,0.647,0.5617,0.66,EXPRESS,0.4,0.425541,train
usfd_039_v6,MINOR,0.6853,0.625,0.3831,HIGH,0.4,0.409557,train
usfd_039_v7,MINOR,0.7639,0.5454,0.6322,EXPRESS,0.4,0.435677,train
usfd_039_v8,MINOR,0.65,0.5578,0.691,EXPRESS,0.4,0.427961,train
usfd_039_v9,MINOR,0.6795,0.6513,0.5649,EXPRESS,0.4,0.430348,train
usfd_040_v0,MINOR,0.8344,0.7395,0.5809,HIGH,0.4,0.453527,train
usfd_040_v1,MINOR,0.8462,0.6908,0.6743,EXPRESS,0.4,0.463878,train
usfd_040_v2,MINOR,0.8424,0.7968,0.776,EXPRESS,0.4,0.482477,train
usfd_040_v3,MINOR,0.7614,0.7541,0.6563,EXPRESS,0.4,0.45748,train
usfd_040_v4,MINOR,0.782,0.7035,0.6508,HIGH,0.4,0.448368,train
usfd_040_v5,MINOR,0.7997,0.7268,0.6778,HIGH,0.1,0.438662,train
usfd_040_v6,MINOR,0.7083,0.7455,0.6627,EXPRESS,0.4,0.450223,train
usfd_040_v7,MINOR,0.9131,0.7497,0.6376,EXPRESS,0.4,0.476248,train
usfd_040_v8,MINOR,0.744,0.6546,0.9298,EXPRESS,0.4,0.468607,train
usfd_040_v9,MINOR,0.962,0.723,0.5728,HIGH,0.4,0.468818,train
usfd_041_v0,SEVERE,0.9688,0.4465,0.7121,EXPRESS,0.4,0.514218,train
usfd_041_v1,SEVERE,1.0,0.3262,0.6834,EXPRESS,0.4,0.502693,train
usfd_041_v2,SEVERE,1.0,0.3132,0.4906,EXPRESS,0.4,0.486521,train
usfd_041_v3,SEVERE,0.9567,0.3806,0.3598,EXPRESS,0.4,0.479354,train
usfd_041_v4,SEVERE,1.0,0.2959,0.846,EXPRESS,0.4,0.512948,train
usfd_041_v5,SEVERE,0.9385,0.435,0.488,EXPRESS,0.4,0.491873,train
usfd_041_v6,SEVERE,1.0,0.421,0.41,EXPRESS,0.4,0.492653,train
usfd_041_v7,SEVERE,1.0,0.2491,0.3852,EXPRESS,0.4,0.472063,train
usfd_041_v8,SEVERE,0.9637,0.3314,0.6929,EXPRESS,0.4,0.499559,train
usfd_041_v9,SEVERE,0.9887,0.3926,0.3954,EXPRESS,0.4,0.487089,train
usfd_042_v0,MODERATE,0.6074,0.3698,0.6263,EXPRESS,0.4,0.429333,train
usfd_042_v1,MODERATE,0.6601,0.34,0.698,EXPRESS,0.4,0.437783,train
usfd_042_v2,MODERATE,0.5917,0.476,0.6052,EXPRESS,0.4,0.435431,train
usfd_042_v3,MODERATE,0.6641,0.4476,0.3824,EXPRESS,0.4,0.424943,train
usfd_042_v4,MODERATE,0.6621,0.4366,0.8022,EXPRESS,0.4,0.455435,train
usfd_042_v5,MODERATE,0.6631,0.3967,0.4399,EXPRESS,0.4,0.424101,train
usfd_042_v6,MODERATE,0.6319,0.3396,0.644,HIGH,0.4,0.42126,train
usfd_042_v7,MODERATE,0.7176,0.302,0.3793,EXPRESS,0.4,0.417094,train
usfd_042_v8,MODERATE,0.4663,0.4181,0.6559,EXPRESS,0.4,0.421357,train
usfd_042_v9,MODERATE,0.7109,0.4846,0.6661,HIGH,0.4,0.444963,train
usfd_043_v0,MINOR,0.2631,0.3115,0.6817,EXPRESS,0.0,0.349373,train
usfd_043_v1,MINOR,0.4161,0.3028,0.5009,EXPRESS,0.0,0.351623,train
usfd_043_v2,MINOR,0.3122,0.3109,0.7405,EXPRESS,0.0,0.356662,train
usfd_043_v3,MINOR,0.4444,0.4087,0.6757,HIGH,0.0,0.365516,train
usfd_043_v4,MINOR,0.2892,0.3516,0.6416,EXPRESS,0.0,0.351912,train
usfd_043_v5,MINOR,0.3614,0.2978,0.5146,EXPRESS,0.0,0.347377,train
usfd_043_v6,MINOR,0.3061,0.3398,0.8051,EXPRESS,0.0,0.36209,train
usfd_043_v7,MINOR,0.3556,0.2644,0.7023,EXPRESS,0.0,0.354681,train
usfd_043_v8,MINOR,0.4652,0.4037,0.9335,EXPRESS,0.0,0.389477,train
usfd_043_v9,MINOR,0.3597,0.3275,0.7173,EXPRESS,0.0,0.36041,train
usfd_044_v0,MODERATE,0.7862,0.3513,0.7916,HIGH,0.0,0.42706,train
usfd_044_v1,MODERATE,0.8693,0.4566,0.7585,HIGH,0.0,0.445145,train
usfd_044_v2,MODERATE,0.8278,0.3874,0.577,EXPRESS,0.0,0.431544,train
usfd_044_v3,MODERATE,0.8674,0.4276,0.501,EXPRESS,0.0,0.436043,train
usfd_044_v4,MODERATE,0.8522,0.2901,0.9083,HIGH,0.0,0.436313,train
usfd_044_v5,MODERATE,0.8721,0.4558,0.6428,EXPRESS,0.0,0.447588,train
usfd_044_v6,MODERATE,0.8908,0.3955,0.5598,EXPRESS,0.0,0.438823,train
usfd_044_v7,MODERATE,0.8171,0.3992,0.8432,HIGH,0.0,0.438727,train
usfd_044_v8,MODERATE,0.8178,0.377,0.8892,EXPRESS,0.0,0.449141,train
usfd_044_v9,MODERATE,0.9592,0.335,0.8329,HIGH,0.0,0.448284,train
usfd_045_v0,MODERATE,0.5307,0.9494,0.7588,EXPRESS,0.4,0.481703,train
usfd_045_v1,MODERATE,0.6009,0.9052,0.8307,HIGH,0.4,0.483672,train
usfd_045_v2,MODERATE,0.4463,0.7415,0.8732,HIGH,0.4,0.454087,train
usfd_045_v3,MODERATE,0.6074,0.8587,0.6776,EXPRESS,0.4,0.477111,train
usfd_045_v4,MODERATE,0.5143,0.8136,0.6771,HIGH,0.4,0.451878,train
usfd_045_v5,MODERATE,0.409,0.8118,0.5829,HIGH,0.4,0.431874,train
usfd_045_v6,MODERATE,0.4998,0.8636,0.7829,HIGH,0.4,0.462951,train
usfd_045_v7,MODERATE,0.5755,0.8994,0.8108,EXPRESS,0.4,0.487588,train
usfd_045_v8,MODERATE,0.3308,0.8539,0.6739,HIGH,0.4,0.433068,train
usfd_045_v9,MODERATE,0.4477,0.7996,0.5843,HIGH,0.4,0.435536,train
usfd_046_v0,MODERATE,0.3009,0.7608,0.6804,EXPRESS,0.0,0.410943,train
usfd_046_v1,MODERATE,0.1827,0.6707,0.7167,HIGH,0.0,0.385863,train
usfd_046_v2,MODERATE,0.1484,0.6014,0.6017,EXPRESS,0.0,0.380535,train
usfd_046_v3,MODERATE,0.3948,0.7107,0.564,HIGH,0.0,0.401428,train
usfd_046_v4,MODERATE,0.3399,0.599,0.8054,HIGH,0.0,0.401759,train
usfd_046_v5,MODERATE,0.2121,0.5706,0.7387,EXPRESS,0.0,0.392337,train
usfd_046_v6,MODERATE,0.2198,0.6798,0.6279,EXPRESS,0.0,0.393856,train
usfd_046_v7,MODERATE,0.3394,0.5837,0.5386,EXPRESS,0.0,0.393864,train
usfd_046_v8,MODERATE,0.3296,0.5564,0.7383,EXPRESS,0.0,0.402479,train
usfd_046_v9,MODERATE,0.1987,0.6828,0.4643,EXPRESS,0.0,0.383174,train
usfd_047_v0,MINOR,0.7413,0.5645,0.6169,EXPRESS,0.0,0.413003,train
usfd_047_v1,MINOR,0.8049,0.4432,0.5191,EXPRESS,0.0,0.403443,train
usfd_047_v2,MINOR,0.6418,0.5221,0.7604,EXPRESS,0.0,0.406329,train
usfd_047_v3,MINOR,0.8032,0.5414,0.4601,EXPRESS,0.0,0.40963,train
usfd_047_v4,MINOR,0.8137,0.5647,0.7153,EXPRESS,0.0,0.427726,train
usfd_047_v5,MINOR,0.859,0.5357,0.4551,EXPRESS,0.0,0.415626,train
usfd_047_v6,MINOR,0.6353,0.6488,0.8108,HIGH,0.0,0.413802,train
usfd_047_v7,MINOR,0.9041,0.4263,0.6005,EXPRESS,0.0,0.417996,train
usfd_047_v8,MINOR,0.8038,0.6157,0.8153,EXPRESS,0.0,0.437959,train
usfd_047_v9,MINOR,0.9183,0.5265,0.7848,EXPRESS,0.0,0.441454,train
usfd_048_v0,SEVERE,0.7202,0.3865,0.7791,EXPRESS,0.7,0.501687,train
usfd_048_v1,SEVERE,0.7735,0.2557,0.6093,EXPRESS,0.7,0.478871,train
usfd_048_v2,SEVERE,0.8047,0.2645,0.3957,HIGH,0.7,0.452312,train
usfd_048_v3,SEVERE,0.7616,0.3847,0.6121,EXPRESS,0.7,0.490473,train
usfd_048_v4,SEVERE,0.8276,0.2695,0.6528,HIGH,0.7,0.477731,train
usfd_048_v5,SEVERE,0.915,0.365,0.4395,EXPRESS,0.7,0.491483,train
usfd_048_v6,SEVERE,0.8139,0.4268,0.4006,HIGH,0.7,0.469972,train
usfd_048_v7,SEVERE,0.7142,0.2267,0.6335,EXPRESS,0.7,0.47195,train
usfd_048_v8,SEVERE,0.6417,0.3681,0.6753,HIGH,0.7,0.468907,train
usfd_048_v9,SEVERE,0.7421,0.4227,0.4169,EXPRESS,0.7,0.474956,train
usfd_049_v0,CRITICAL,0.7494,1.0,0.8443,EXPRESS,0.1,0.556959,train
usfd_049_v1,CRITICAL,0.9014,0.9141,0.5524,HIGH,0.1,0.536048,train
usfd_049_v2,CRITICAL,0.8385,0.8942,0.5519,HIGH,0.1,0.524804,train
usfd_049_v3,CRITICAL,0.9676,1.0,0.7963,EXPRESS,0.1,0.585704,train
usfd_049_v4,CRITICAL,0.7825,0.9491,0.9406,EXPRESS,0.1,0.563878,train
usfd_049_v5,CRITICAL,0.9011,1.0,0.5592,EXPRESS,0.4,0.574989,train
usfd_049_v6,CRITICAL,0.7704,1.0,0.6211,EXPRESS,0.1,0.544784,train
usfd_049_v7,CRITICAL,0.8122,0.9915,0.754,EXPRESS,0.1,0.558828,train
usfd_049_v8,CRITICAL,0.815,1.0,0.7746,HIGH,0.1,0.546679,train
usfd_049_v9,CRITICAL,0.7983,0.9207,0.6903,EXPRESS,0.1,0.545497,train
usfd_050_v0,CRITICAL,1.0,0.7685,0.8042,HIGH,0.1,0.551552,train
usfd_050_v1,CRITICAL,1.0,0.8406,0.7438,HIGH,0.1,0.555185,train
usfd_050_v2,CRITICAL,0.9828,0.8649,0.6179,EXPRESS,0.1,0.561779,train
usfd_050_v3,CRITICAL,1.0,0.8166,0.7772,HIGH,0.1,0.554884,train
usfd_050_v4,CRITICAL,1.0,0.9124,0.5613,EXPRESS,0.1,0.56595,train
usfd_050_v5,CRITICAL,0.9749,0.7685,0.6361,HIGH,0.1,0.536541,train
usfd_050_v6,CRITICAL,0.9325,0.9051,0.5466,EXPRESS,0.1,0.554216,train
usfd_050_v7,CRITICAL,0.9462,0.7723,0.5995,EXPRESS,0.1,0.545407,train
usfd_050_v8,CRITICAL,0.8237,0.9163,0.7021,EXPRESS,0.1,0.54947,train
usfd_050_v9,CRITICAL,1.0,0.8241,0.5599,EXPRESS,0.1,0.556297,train
usfd_051_v0,CRITICAL,0.7431,0.9292,0.7043,EXPRESS,0.4,0.556318,train
usfd_051_v1,CRITICAL,0.8502,0.9005,0.6119,EXPRESS,0.4,0.561376,train
usfd_051_v2,CRITICAL,0.89,0.9699,0.7418,EXPRESS,0.4,0.584339,train
usfd_051_v3,CRITICAL,0.8118,1.0,0.8666,EXPRESS,0.4,0.58632,train
usfd_051_v4,CRITICAL,0.8077,0.9036,0.918,HIGH,0.4,0.56608,train
usfd_051_v5,CRITICAL,0.9229,0.9677,0.8468,EXPRESS,0.4,0.597533,train
usfd_051_v6,CRITICAL,0.7041,0.9068,0.8187,EXPRESS,0.4,0.558242,train
usfd_051_v7,CRITICAL,0.9104,1.0,0.645,EXPRESS,0.4,0.582824,train
usfd_051_v8,CRITICAL,0.7455,1.0,0.6037,EXPRESS,0.4,0.55559,train
usfd_051_v9,CRITICAL,0.8396,1.0,0.7467,EXPRESS,0.4,0.580403,train
usfd_052_v0,CRITICAL,0.866,0.8576,0.5543,EXPRESS,0.7,0.569683,train
usfd_052_v1,CRITICAL,0.9371,0.7849,0.8227,HIGH,0.4,0.563995,train
usfd_052_v2,CRITICAL,0.9452,0.8648,0.7541,EXPRESS,0.4,0.582521,train
usfd_052_v3,CRITICAL,0.8357,0.7793,0.4912,HIGH,0.4,0.523176,train
usfd_052_v4,CRITICAL,0.8763,0.893,0.6586,EXPRESS,0.4,0.567949,train
usfd_052_v5,CRITICAL,0.8995,0.8112,0.6577,EXPRESS,0.4,0.562781,train
usfd_052_v6,CRITICAL,0.9142,0.9296,0.6932,EXPRESS,0.4,0.579888,train
usfd_052_v7,CRITICAL,0.9923,0.7487,0.5834,EXPRESS,0.4,0.563623,train
usfd_052_v8,CRITICAL,0.7635,0.7319,0.6202,EXPRESS,0.4,0.533343,train
usfd_052_v9,CRITICAL,0.9141,0.9169,0.658,EXPRESS,0.4,0.575815,train
usfd_053_v0,MINOR,0.7629,0.6856,0.5266,HIGH,0.0,0.415744,train
usfd_053_v1,MINOR,1.0,0.7275,0.5798,HIGH,0.0,0.454914,train
usfd_053_v2,MINOR,0.7578,0.7351,0.7493,EXPRESS,0.0,0.439393,train
usfd_053_v3,MINOR,0.8079,0.7658,0.5154,EXPRESS,0.0,0.435124,train
usfd_053_v4,MINOR,0.8809,0.7005,0.7946,EXPRESS,0.0,0.455244,train
usfd_053_v5,MINOR,0.8185,0.5825,0.4858,EXPRESS,0.0,0.416854,train
usfd_053_v6,MINOR,0.8334,0.7593,0.5223,EXPRESS,0.0,0.438285,train
usfd_053_v7,MINOR,0.8336,0.7477,0.6792,EXPRESS,0.0,0.446287,train
usfd_053_v8,MINOR,0.9738,0.5607,0.6844,EXPRESS,0.0,0.445928,train
usfd_053_v9,MINOR,0.8817,0.7338,0.7715,EXPRESS,0.0,0.457271,train
usfd_054_v0,MINOR,0.7157,0.4459,0.6189,EXPRESS,0.4,0.419586,train
usfd_054_v1,MINOR,0.6754,0.5982,0.5623,EXPRESS,0.4,0.424784,train
usfd_054_v2,MINOR,0.6886,0.4271,0.637,EXPRESS,0.4,0.416204,train
usfd_054_v3,MINOR,0.7611,0.4564,0.4513,EXPRESS,0.4,0.413615,train
usfd_054_v4,MINOR,0.6821,0.5579,0.6362,HIGH,0.4,0.421082,train
usfd_054_v5,MINOR,0.5912,0.4717,0.5335,HIGH,0.4,0.395747,train
usfd_054_v6,MINOR,0.575,0.5298,0.6115,EXPRESS,0.4,0.410946,train
usfd_054_v7,MINOR,0.5963,0.4808,0.4268,EXPRESS,0.4,0.395917,train
usfd_054_v8,MINOR,0.6079,0.487,0.6263,EXPRESS,0.4,0.411932,train
usfd_054_v9,MINOR,0.6103,0.6202,0.7516,EXPRESS,0.4,0.433815,train
usfd_055_v0,CRITICAL,0.7773,0.7739,0.7119,HIGH,0.4,0.531636,train
usfd_055_v1,CRITICAL,0.8183,0.7227,0.6135,EXPRESS,0.4,0.539187,train
usfd_055_v2,CRITICAL,0.7562,0.7254,0.5403,HIGH,0.4,0.510702,train
usfd_055_v3,CRITICAL,0.85,0.8588,0.5178,HIGH,0.4,0.535212,train
usfd_055_v4,CRITICAL,0.7131,0.8998,0.6925,EXPRESS,0.4,0.548428,train
usfd_055_v5,CRITICAL,0.893,0.7759,0.5735,EXPRESS,0.1,0.536647,train
usfd_055_v6,CRITICAL,0.8738,0.7672,0.5678,EXPRESS,0.4,0.547778,train
usfd_055_v7,CRITICAL,0.7482,0.7728,0.8254,EXPRESS,0.4,0.551978,train
usfd_055_v8,CRITICAL,0.7099,0.849,0.756,EXPRESS,0.4,0.548341,train
usfd_055_v9,CRITICAL,0.7582,0.8152,0.7662,EXPRESS,0.4,0.552441,train
usfd_056_v0,SEVERE,0.6473,0.5528,0.7286,EXPRESS,0.4,0.48674,train
usfd_056_v1,SEVERE,0.812,0.6006,0.5564,EXPRESS,0.7,0.513033,train
usfd_056_v2,SEVERE,0.7252,0.4683,0.6489,EXPRESS,0.7,0.497749,train
usfd_056_v3,SEVERE,0.871,0.5218,0.5715,EXPRESS,0.7,0.513864,train
usfd_056_v4,SEVERE,0.6781,0.5417,0.7778,EXPRESS,0.7,0.511426,train
usfd_056_v5,SEVERE,0.6978,0.6081,0.5634,EXPRESS,0.4,0.484962,train
usfd_056_v6,SEVERE,0.8409,0.5783,0.5892,EXPRESS,0.7,0.51741,train
usfd_056_v7,SEVERE,0.7663,0.5891,0.5865,EXPRESS,0.7,0.508791,train
usfd_056_v8,SEVERE,0.6404,0.5638,0.7548,EXPRESS,0.7,0.506795,train
usfd_056_v9,SEVERE,0.8353,0.4489,0.7652,EXPRESS,0.7,0.519991,train
usfd_057_v0,MINOR,0.1759,0.8205,0.878,EXPRESS,0.0,0.387206,validation
usfd_057_v1,MINOR,0.1425,0.6917,0.576,EXPRESS,0.0,0.357716,validation
usfd_057_v2,MINOR,0.2193,0.755,0.5501,EXPRESS,0.0,0.367673,validation
usfd_057_v3,MINOR,0.3254,0.7877,0.5719,EXPRESS,0.0,0.38201,validation
usfd_057_v4,MINOR,0.0859,0.6609,0.6581,EXPRESS,0.0,0.355316,validation
usfd_057_v5,MINOR,0.1679,0.8281,0.4284,EXPRESS,0.0,0.361155,validation
usfd_057_v6,MINOR,0.1893,0.7114,0.5649,EXPRESS,0.0,0.362717,validation
usfd_057_v7,MINOR,0.2452,0.7794,0.4993,EXPRESS,0.0,0.369242,validation
usfd_057_v8,MINOR,0.2744,0.663,0.8314,EXPRESS,0.0,0.383396,validation
usfd_057_v9,MINOR,0.3025,0.7029,0.7653,HIGH,0.0,0.378703,validation
usfd_058_v0,CRITICAL,0.7019,0.792,0.7809,EXPRESS,0.4,0.543961,validation
usfd_058_v1,CRITICAL,0.8172,0.7669,0.6931,EXPRESS,0.4,0.549711,validation
usfd_058_v2,CRITICAL,0.667,0.8528,0.5159,EXPRESS,0.4,0.52423,validation
usfd_058_v3,CRITICAL,0.8133,0.9009,0.5193,EXPRESS,0.4,0.549246,validation
usfd_058_v4,CRITICAL,0.8541,0.7425,0.5977,EXPRESS,0.4,0.544809,validation
usfd_058_v5,CRITICAL,0.7649,0.7952,0.62,HIGH,0.4,0.524761,validation
usfd_058_v6,CRITICAL,0.7867,0.8878,0.6757,EXPRESS,0.4,0.556104,validation
usfd_058_v7,CRITICAL,0.8609,0.7996,0.7752,EXPRESS,0.4,0.565648,validation
usfd_058_v8,CRITICAL,0.8553,0.8712,0.6759,EXPRESS,0.4,0.564102,validation
usfd_058_v9,CRITICAL,0.7403,0.7868,0.4841,EXPRESS,0.4,0.525422,validation
usfd_059_v0,MINOR,0.8939,0.7987,0.6961,EXPRESS,0.0,0.46088,validation
usfd_059_v1,MINOR,0.9431,0.7067,0.446,EXPRESS,0.0,0.443768,validation
usfd_059_v2,MINOR,1.0,0.7591,0.7717,EXPRESS,0.0,0.476688,validation
usfd_059_v3,MINOR,1.0,0.6881,0.4976,EXPRESS,0.0,0.452453,validation
usfd_059_v4,MINOR,0.8629,0.7018,0.4956,HIGH,0.0,0.428618,validation
usfd_059_v5,MINOR,1.0,0.8228,0.5739,EXPRESS,0.0,0.471463,validation
usfd_059_v6,MINOR,1.0,0.7431,0.7077,EXPRESS,0.0,0.470811,validation
usfd_059_v7,MINOR,0.9298,0.6362,0.6762,EXPRESS,0.0,0.447581,validation
usfd_059_v8,MINOR,0.916,0.7375,0.559,EXPRESS,0.0,0.449412,validation
usfd_059_v9,MINOR,1.0,0.8132,0.5916,HIGH,0.0,0.464965,validation
